336207|137898|1004964|1
336208|137898|1007749|2
336209|137898|1004883|1
336210|137898|1000479|1
336211|137898|1004033|2
336212|137898|1002935|1
347037|141950|1007002|2
347038|141950|1002291|3
357571|146031|1002711|1
357572|146031|1007803|3
357573|146031|1009783|2
359073|146638|1009650|1
359074|146638|1006580|1
359075|146638|1000418|2
359076|146638|1003956|2
368318|150229|1005067|1
368319|150229|1001383|1
380604|154844|1005331|1
380605|154844|1007642|2
386142|156965|1006113|1
386143|156965|1007962|1
386144|156965|1009208|3
395643|160590|1004439|1
395644|160590|1002682|2
395645|160590|1004780|1
395646|160590|1002501|1
395647|160590|1003933|1
407789|165165|1000520|1
407790|165165|1006056|1
407791|165165|1006016|2
407792|165165|1005214|2
407793|165165|1000338|1
407794|165165|1001645|1
412938|167151|1001515|1
426481|172347|1006230|1
428752|173205|1004679|2
429470|173479|1004700|2
429471|173479|1003568|1
433177|174899|1008187|1
433178|174899|1001790|2
433179|174899|1002104|2
433180|174899|1009550|1
433181|174899|1009012|1
433182|174899|1002778|3
433183|174899|1000985|1
437231|176475|1005535|1
443516|178848|1004039|1
446696|179990|1000438|2
446697|179990|1007729|1
450935|181606|1004115|2
450936|181606|1005072|1
451935|182002|1001589|1
451936|182002|1000361|4
451937|182002|1001225|1
455194|183233|1004791|4
455778|183472|1000583|1
455779|183472|1004170|1
455780|183472|1001473|1
456649|183814|1003450|1
458954|184701|1002067|1
458955|184701|1001432|1
458956|184701|1001238|2
461188|185577|1005925|1
462822|186192|1000427|5
462823|186192|1006736|1
462824|186192|1009939|1
462825|186192|1007201|1
463370|186403|1002139|1
463878|186598|1009648|2
465075|187041|1009793|1
465076|187041|1004707|1
465077|187041|1005265|3
465078|187041|1004041|3
472564|189882|1003142|1
479514|192421|1004931|1
479515|192421|1009392|3
479516|192421|1002544|1
479517|192421|1008173|1
479518|192421|1003967|1
479680|192475|1000765|1
479681|192475|1006272|1
479682|192475|1000827|1
479683|192475|1001027|5
479684|192475|1006439|1
479685|192475|1000479|1
479686|192475|1001844|1
479687|192475|1005785|1
479688|192475|1000414|2
479689|192475|1002110|3
488495|195759|1001301|1
497276|199106|1007526|3
505653|202340|1005097|2
505654|202340|1008966|1
505655|202340|1002597|1
505656|202340|1001739|2
505657|202340|1009365|5
513782|205453|1004621|1
513783|205453|1001594|1
513784|205453|1004452|4
513785|205453|1003497|2
513786|205453|1004441|3
519941|207843|1006949|1
519942|207843|1003156|1
526297|210282|1005838|2
526298|210282|1009822|2
526299|210282|1001789|4
526300|210282|1005994|2
526745|210448|1002730|1
532829|212781|1000944|1
533660|213085|1004045|1
533661|213085|1006365|1
539119|215189|1000277|1
539886|215484|1005370|1
539887|215484|1000759|2
569439|226766|1002407|1
569440|226766|1008816|1
569441|226766|1007730|1
580654|231065|1009149|3
586871|233421|1002103|1
604347|240079|1007615|1
604348|240079|1004882|1
604349|240079|1007308|4
604350|240079|1002097|3
608348|241619|1009846|1
608349|241619|1000809|1
608350|241619|1000845|2
608351|241619|1000242|3
608352|241619|1008267|1
608353|241619|1003737|1
608354|241619|1009179|2
608355|241619|1000502|1
614231|243840|1006788|1
614232|243840|1003734|1
614233|243840|1004752|2
631127|250285|1008518|2
631128|250285|1006405|2
631129|250285|1000193|1
631130|250285|1007941|3
635174|251853|1005754|1
635175|251853|1008905|1
635176|251853|1008248|2
635177|251853|1003398|1
644560|255410|1000490|2
644561|255410|1008409|1
644562|255410|1002999|1
644563|255410|1009610|2
644564|255410|1007878|1
644565|255410|1008491|2
645742|255881|1000789|1
645743|255881|1006715|2
647955|256729|1008579|1
653429|258831|1001903|1
653430|258831|1003435|1
671079|265409|1006105|1
672999|266123|1004477|1
673000|266123|1006189|3
679011|268382|1000534|3
679012|268382|1008793|1
679013|268382|1009573|1
679229|268470|1008788|1
679390|268531|1007423|2
679391|268531|1004380|2
681881|269451|1009687|1
701699|276901|1004930|1
701700|276901|1003170|1
701701|276901|1005439|1
702175|277083|1003730|1
702176|277083|1007869|1
702177|277083|1001517|1
702178|277083|1003501|1
702179|277083|1000704|1
702180|277083|1003236|1
708532|279469|1006223|1
708533|279469|1004590|2
708534|279469|1002605|3
708535|279469|1005778|1
710247|280118|1000826|1
710248|280118|1006781|2
712798|281090|1002820|1
712799|281090|1003169|1
712800|281090|1005582|1
712801|281090|1000427|1
712802|281090|1002839|1
712803|281090|1006035|1
712804|281090|1003099|1
712805|281090|1004572|1
712806|281090|1003583|1
712807|281090|1007028|1
720516|284004|1000608|1
728312|287029|1007127|1
735019|289637|1001043|1
736910|290345|1007967|1
736911|290345|1002499|2
736912|290345|1007339|2
736913|290345|1004701|1
738975|291127|1000098|2
741085|291916|1007138|1
762424|299975|1007813|1
762425|299975|1007934|5
794953|312361|1009714|1
794954|312361|1005483|1
796494|312977|1001740|1
796495|312977|1005432|3
796496|312977|1003743|1
796497|312977|1007629|1
796498|312977|1007775|4
796499|312977|1007393|1
796500|312977|1009042|1
799092|313959|1002587|1
801072|314705|1005281|3
803273|315566|1003268|1
803274|315566|1001637|1
803275|315566|1000317|1
803276|315566|1004833|1
803277|315566|1006506|1
811921|318857|1000902|1
811922|318857|1006883|1
812632|319118|1009804|1
812633|319118|1003630|2
824622|323728|1005325|2
824623|323728|1003153|1
824624|323728|1008809|1
830489|326019|1004380|1
833542|327189|1008205|2
833543|327189|1007064|1
833544|327189|1002495|1
833545|327189|1007053|2
837928|328909|1003571|1
837929|328909|1006208|4
837930|328909|1007431|1
837931|328909|1004838|2
837932|328909|1008312|2
841416|330250|1008553|3
841417|330250|1006937|1
841418|330250|1005276|1
841419|330250|1007362|2
843428|331033|1002555|2
843429|331033|1007865|1
861253|337776|1002914|3
861254|337776|1000736|2
861683|337920|1008444|2
881242|345373|1004220|1
890922|349045|1006771|1
901925|353243|1000814|1
901926|353243|1002925|2
901927|353243|1008017|3
901928|353243|1000053|1
901929|353243|1005391|1
901930|353243|1007438|1
901931|353243|1001921|1
901932|353243|1009549|2
908664|355838|1009056|1
908665|355838|1003655|1
912238|357202|1007611|4
930276|364048|1003830|3
930277|364048|1001904|1
930278|364048|1004774|2
930279|364048|1005243|2
930280|364048|1002036|1
930974|364300|1004237|1
930975|364300|1008335|2
934924|365811|1006020|1
934925|365811|1005447|1
935055|365865|1004907|1
938097|367044|1005157|1
938098|367044|1002496|1
938099|367044|1006069|1
938100|367044|1003099|2
939905|367731|1007493|1
939906|367731|1006696|1
939907|367731|1007292|3
939908|367731|1001299|4
939909|367731|1004043|6
942119|368601|1007606|1
942120|368601|1003287|1
942121|368601|1007245|2
942122|368601|1002429|1
942123|368601|1008350|1
942124|368601|1001584|1
942125|368601|1002108|1
957592|374544|1000490|2
957593|374544|1001021|1
957594|374544|1008130|3
957595|374544|1003595|1
957596|374544|1005636|2
957597|374544|1007890|3
957598|374544|1004304|1
957599|374544|1008369|1
961831|376227|1004468|1
969573|379147|1009501|1
969574|379147|1001636|1
971021|379693|1003542|2
971022|379693|1007245|2
975601|381432|1002920|1
976608|381813|1001234|1
988185|386181|1004413|3
1001519|391311|1001426|1
1004849|392557|1002872|1
1008272|393879|1005004|4
1008273|393879|1009903|2
1008274|393879|1002823|3
1008275|393879|1002530|3
1008276|393879|1000933|2
1008277|393879|1000087|2
1017657|397509|1003212|2
1021632|399043|1008089|2
1021633|399043|1001761|1
1039716|405860|1007530|3
1039717|405860|1005846|2
1040215|406065|1007463|1
1040216|406065|1003566|1
1049559|409643|1003659|1
1063308|414845|1004804|1
1063309|414845|1007543|2
1063310|414845|1007094|1
1063311|414845|1001185|2
1063312|414845|1004574|1
1063313|414845|1007044|1
1063314|414845|1006725|1
1071692|418012|1001533|1
1071693|418012|1000404|1
1075704|419532|1001314|1
1083714|422553|1000152|4
1083715|422553|1004577|2
1083716|422553|1009287|2
1083717|422553|1002506|3
1083718|422553|1008130|2
1083719|422553|1002647|2
1104252|430319|1004734|2
1104253|430319|1007612|4
1104254|430319|1000982|2
1104255|430319|1000407|2
1104256|430319|1002732|4
1104257|430319|1001615|1
1115569|434700|1003048|1
1115833|434801|1006026|1
1115834|434801|1001909|1
1115835|434801|1009498|1
1115836|434801|1002232|2
1115837|434801|1001083|1
1115838|434801|1005544|1
1115839|434801|1008679|1
1115934|434840|1001680|1
1115935|434840|1007043|2
1115936|434840|1002222|1
1115937|434840|1003246|3
1115938|434840|1007503|5
1115939|434840|1004854|2
1115940|434840|1009930|2
1133645|441507|1004555|1
1142353|444803|1006929|1
1142354|444803|1003946|1
1145781|446088|1000058|1
1146479|446355|1005418|3
1148859|447259|1000452|1
1148860|447259|1009098|1
1148861|447259|1006998|1
1153284|449040|1004536|2
1153285|449040|1002318|1
1153286|449040|1008546|1
1164721|453442|1001879|1
1166482|454094|1008913|2
1166483|454094|1008077|3
1166484|454094|1008196|2
1184906|461006|1000893|2
1185014|461049|1006559|3
1185015|461049|1000224|1
1185016|461049|1007328|1
1185017|461049|1004978|1
1185018|461049|1009069|1
1192935|464007|1008704|1
1192936|464007|1005687|1
1192937|464007|1003247|1
1192938|464007|1004081|2
1192939|464007|1001673|1
1200212|466794|1006724|1
1218217|473661|1009771|2
1218218|473661|1002870|1
1218219|473661|1004680|1
1218220|473661|1004685|1
1220224|474419|1005543|1
1220225|474419|1000621|1
1221269|474806|1002581|1
1224559|476066|1006103|1
1234844|479947|1006074|1
1234845|479947|1000164|1
1236929|480742|1006058|1
1236930|480742|1000646|1
1240243|482000|1007770|2
1240244|482000|1003692|4
1240245|482000|1006529|2
1242008|482670|1006771|1
1247511|484755|1004045|2
1249367|485468|1004366|1
1257795|488652|1002053|1
1257796|488652|1008203|1
1257797|488652|1004439|1
1257798|488652|1008269|1
1257799|488652|1009796|1
1257800|488652|1004364|1
1263185|490667|1000798|1
1263186|490667|1001080|2
1281290|497558|1006019|1
1281291|497558|1003818|1
1281292|497558|1000087|2
1281293|497558|1001131|2
1281294|497558|1007152|1
1284498|498787|1005344|1
1284499|498787|1000130|1
1289440|500673|1005641|1
1289441|500673|1000120|1
1289442|500673|1001032|1
1295579|503003|1009054|1
1295580|503003|1005803|1
1298287|504058|1003208|1
1298288|504058|1001314|2
1298289|504058|1001679|2
1298290|504058|1000328|2
1298986|504290|1000394|2
1298987|504290|1008077|2
1303551|506074|1002110|1
1305099|506688|1008447|2
1305153|506710|1008062|2
1305154|506710|1003571|2
1305155|506710|1002920|1
1305478|506828|1003933|1
1305479|506828|1006961|1
1311506|509141|1008069|1
1324443|514158|1003389|2
1327802|515443|1007479|1
1327803|515443|1008834|2
1327804|515443|1005806|1
1331756|516905|1004319|2
1331757|516905|1007070|1
1331758|516905|1007901|3
1348825|523454|1003720|2
1348826|523454|1002668|4
1368038|530817|1002422|1
1368039|530817|1002448|1
1369159|531241|1006793|1
1374518|533295|1006156|1
1374519|533295|1007132|2
1385144|537325|1008186|1
1385145|537325|1005841|1
1385146|537325|1004508|3
1385147|537325|1007883|1
1389754|539096|1007393|1
1389755|539096|1008600|1
1395827|541386|1006224|2
1407311|545759|1000425|2
1407312|545759|1009446|1
1408729|546283|1006785|1
1408730|546283|1005925|1
1408731|546283|1008455|1
1410539|547001|1006056|1
1410540|547001|1008108|1
1440668|558489|1009054|1
1440669|558489|1009827|2
1440670|558489|1005888|1
1443492|559556|1006981|1
1443493|559556|1000590|1
1443494|559556|1001051|1
1457397|564820|1009587|2
1457398|564820|1004322|1
1459012|565432|1006929|1
1471447|570165|1001094|1
1477103|572315|1008103|1
1477104|572315|1002491|1
1481721|574021|1009308|1
1481722|574021|1004862|2
1481723|574021|1004256|2
1484951|575244|1006019|1
1484952|575244|1009315|1
1487944|576380|1004988|1
1491658|577788|1003240|1
1491659|577788|1004576|1
1491660|577788|1003809|2
1491661|577788|1002350|3
1491662|577788|1004599|2
1497155|579863|1000186|2
1497156|579863|1009118|2
1503963|582473|1004801|3
1503964|582473|1003855|1
1503965|582473|1002706|1
1505636|583119|1002305|1
1512290|585694|1001150|1
1512291|585694|1006751|2
1521978|589369|1009456|1
1521979|589369|1007155|2
1521980|589369|1002369|3
1526254|590998|1002601|1
1526255|590998|1000997|1
1526256|590998|1002379|2
1526257|590998|1004809|2
1527183|591349|1008125|1
1527184|591349|1002631|1
1527185|591349|1005696|5
1528089|591697|1001069|4
1553671|601453|1006324|1
1553672|601453|1009266|6
1566665|606456|1006662|1
1575385|609741|1008839|3
1587080|614164|1000962|2
1605052|621002|1001871|1
1620095|626723|1009633|3
1622493|627664|1001407|2
1622494|627664|1006959|1
1622495|627664|1005210|2
1622496|627664|1006052|2
1622497|627664|1005119|2
1622498|627664|1005634|2
1622754|627773|1009467|2
1625222|628713|1001843|3
1627789|629688|1001336|1
1627790|629688|1003051|2
1627791|629688|1006433|1
1627792|629688|1009739|2
1627793|629688|1004064|1
1636391|632850|1004726|2
1657193|640638|1007612|2
1658376|641110|1007502|1
1658773|641269|1007867|4
1658774|641269|1003120|2
1658775|641269|1008988|2
1658776|641269|1008708|1
1658777|641269|1005971|1
1658778|641269|1002426|1
1658779|641269|1009278|1
1658780|641269|1004402|1
1669492|645383|1003053|1
1669752|645469|1004056|5
1669753|645469|1003135|1
1669754|645469|1008459|1
1679013|648980|1008340|2
1679014|648980|1009054|2
1679221|649056|1000798|2
1681577|649941|1006516|1
1695220|655183|1002060|2
1705343|659033|1001178|1
1711941|661567|1005301|1
1711942|661567|1009001|1
1711943|661567|1006542|3
1720110|664725|1001904|1
1720111|664725|1002937|2
1720112|664725|1001002|1
1720113|664725|1007370|3
1720114|664725|1005506|2
1726882|667338|1006285|1
1726883|667338|1000420|1
1726884|667338|1009482|1
1726885|667338|1007986|1
1726886|667338|1005246|3
1726887|667338|1008627|1
1726888|667338|1002969|5
1731955|669285|1007014|3
1731956|669285|1003421|5
1731957|669285|1005758|1
1735514|670638|1001463|1
1735515|670638|1003703|3
1754583|677863|1002404|2
1754584|677863|1005987|1
1754898|677991|1007449|3
1754899|677991|1009579|1
1754900|677991|1005460|1
1754901|677991|1001199|1
1754902|677991|1003415|1
1761161|680403|1009569|1
1761162|680403|1003002|2
1761163|680403|1003603|1
1770347|683885|1009821|3
1770348|683885|1007591|1
1771679|684408|1000648|1
1771680|684408|1007813|1
1771681|684408|1004062|1
1771682|684408|1004613|1
1794312|693118|1006194|1
1794313|693118|1009399|2
1799658|695112|1008852|1
1799659|695112|1009397|3
1799660|695112|1003678|1
1802253|696097|1001939|1
1802254|696097|1007115|2
1802255|696097|1009601|1
1802256|696097|1000629|1
1802257|696097|1005637|2
1802258|696097|1006610|1
1802259|696097|1007448|1
1802260|696097|1001224|2
1802261|696097|1000005|1
1802262|696097|1005065|2
1806048|697582|1005008|1
1806049|697582|1006570|1
1807118|698002|1003442|2
1807119|698002|1000345|2
1807120|698002|1008251|1
1810785|699371|1003646|1
1814082|700638|1002969|1
1814083|700638|1000198|2
1814084|700638|1003302|1
1820554|703125|1003415|1
1820555|703125|1002877|1
1820556|703125|1009150|1
1820557|703125|1007030|1
1820558|703125|1000047|3
1820559|703125|1007026|1
1820560|703125|1008803|1
1824327|704554|1002597|2
1834797|708652|1004973|2
1834798|708652|1002645|2
1840552|710848|1005730|1
1840553|710848|1008917|1
1845291|712620|1009447|4
1849330|714138|1000421|1
1849331|714138|1005527|1
1849332|714138|1001078|2
1849333|714138|1006113|1
1854742|716217|1004407|4
1861862|718908|1008594|1
1861863|718908|1008218|1
1864884|720092|1007510|5
1876517|724574|1002704|1
1876518|724574|1002744|1
1876519|724574|1000499|2
1876520|724574|1006726|1
1876521|724574|1009403|1
1876522|724574|1003443|2
1876523|724574|1007024|1
1876524|724574|1004504|2
1876525|724574|1001798|2
1876526|724574|1001697|2
1887924|728885|1001947|5
1887925|728885|1002725|2
1887926|728885|1002130|1
1895591|731732|1005524|1
1895592|731732|1007760|1
1895593|731732|1000424|1
1895594|731732|1008335|1
1902969|734473|1003213|1
1917773|740163|1005662|1
1917774|740163|1009916|1
1920045|741013|1009308|1
1924518|742738|1009660|2
1924519|742738|1009143|1
1927579|743896|1008494|1
1927580|743896|1003348|1
1927581|743896|1006050|1
1927582|743896|1000611|3
1934451|746525|1002697|1
1941979|749320|1001265|5
1941980|749320|1003180|1
1947408|751364|1003444|2
1947409|751364|1003192|4
1947410|751364|1000656|6
1947411|751364|1006643|1
1947412|751364|1006370|2
1947413|751364|1003469|1
1947414|751364|1009950|1
1954163|753939|1003179|1
1954183|753947|1009014|1
1954184|753947|1005760|1
1955161|754313|1003578|1
1955162|754313|1003570|1
1955163|754313|1003603|1
1959188|755862|1006158|4
1972886|761034|1006296|1
1972887|761034|1001101|1
1985077|765609|1006651|3
1985078|765609|1005686|1
1985079|765609|1004186|4
1985080|765609|1000168|1
2014170|776662|1002965|2
2018091|778164|1004438|2
2022578|779865|1006603|1
2022579|779865|1003283|1
2024946|780808|1007526|1
2031314|783232|1009947|1
2034647|784496|1007624|2
2034648|784496|1005711|2
2048861|790016|1002598|1
2057392|793266|1001786|1
2060754|794546|1006562|1
2060755|794546|1003743|2
2062747|795265|1005333|1
2066944|796865|1005185|2
2066945|796865|1007530|3
2066946|796865|1008993|3
2074976|799816|1007384|1
2074977|799816|1007493|2
2074978|799816|1003242|1
2074979|799816|1006921|1
2074980|799816|1001478|3
2074981|799816|1009149|1
2074982|799816|1003568|1
2074983|799816|1002223|1
2081552|802345|1003411|2
2081553|802345|1007442|1
2081554|802345|1006362|1
2081555|802345|1006041|1
2082368|802672|1002872|1
2082369|802672|1004387|3
2082370|802672|1005760|1
2082371|802672|1003279|2
2097258|808437|1006068|3
2097259|808437|1000040|1
2097260|808437|1000699|1
2097261|808437|1003888|1
2097295|808456|1008026|1
2105124|811480|1009224|1
2106164|811862|1005828|1
2106165|811862|1004544|1
2106166|811862|1008127|2
2106167|811862|1004078|1
2106168|811862|1008351|1
2107588|812369|1007770|1
2107589|812369|1004541|1
2107590|812369|1004253|1
2107591|812369|1004836|2
2107592|812369|1003737|2
2107593|812369|1007044|1
2107594|812369|1007106|1
2120743|817345|1002979|1
2122111|817885|1001688|3
2126317|819494|1008826|1
2126318|819494|1006436|1
2126319|819494|1002061|2
2126320|819494|1001026|1
2126321|819494|1009632|2
2126322|819494|1008869|1
2126323|819494|1007908|1
2128194|820210|1000433|1
2131085|821298|1002219|1
2131086|821298|1003997|2
2132300|821756|1006140|1
2132301|821756|1001095|1
2136992|823558|1006988|4
2142539|825572|1009769|1
2144328|826254|1003120|1
2144329|826254|1002562|1
2148249|827702|1008361|1
2152566|829271|1005631|3
2152567|829271|1004799|1
2154282|829931|1006786|1
2154283|829931|1005565|3
2154284|829931|1006044|1
2158710|831613|1001353|2
2158711|831613|1007540|2
2158712|831613|1005916|2
2158713|831613|1006809|3
2158714|831613|1003933|1
2164633|833859|1000799|2
2164841|833940|1005826|1
2164842|833940|1008495|2
2169706|835795|1004893|3
2179391|839376|1005660|1
2179392|839376|1004256|1
2179393|839376|1005812|1
2179394|839376|1005318|2
2179395|839376|1005556|2
2179396|839376|1007964|2
2192449|844440|1000238|1
2192450|844440|1001667|2
2192451|844440|1002477|1
2192452|844440|1009882|1
2192453|844440|1000394|1
2195380|845521|1002839|1
2195381|845521|1005900|3
2195382|845521|1008913|4
2195868|845710|1004446|1
2195869|845710|1006976|1
2195870|845710|1003062|1
2195871|845710|1000072|1
2196230|845862|1005235|1
2196231|845862|1005527|1
2196232|845862|1008429|1
2196233|845862|1007787|1
2196234|845862|1007926|1
2200763|847589|1004686|2
2200764|847589|1000291|1
2200765|847589|1009456|1
2200766|847589|1005215|1
2215081|853075|1005171|1
2215082|853075|1004288|2
2215083|853075|1008528|1
2215084|853075|1009666|1
2227222|857738|1006907|1
2227223|857738|1005034|1
2227224|857738|1003471|1
2227225|857738|1000797|1
2227226|857738|1006786|2
2233599|860168|1000803|2
2233847|860274|1000940|1
2233848|860274|1006016|2
2234131|860394|1009157|1
2234132|860394|1006001|2
2234133|860394|1009179|3
2234134|860394|1001475|2
2234444|860523|1001573|1
2234445|860523|1003381|1
2234446|860523|1005342|1
2234447|860523|1002966|1
2234448|860523|1001104|1
2239323|862361|1002542|2
2240555|862812|1005098|1
2240556|862812|1007690|1
2240557|862812|1006350|2
2246617|865116|1008257|1
2246618|865116|1004689|1
2246619|865116|1005828|2
2246620|865116|1000027|2
2248303|865754|1004982|2
2248304|865754|1009851|1
2249639|866240|1004092|1
2249640|866240|1006948|1
2252063|867148|1005731|1
2252064|867148|1000776|1
2254195|867979|1007466|1
2254196|867979|1005598|1
2256219|868771|1003667|2
2263091|871411|1000634|2
2263092|871411|1006950|2
2263093|871411|1003002|1
2263094|871411|1003941|1
2268703|873502|1004811|1
2268704|873502|1002609|2
2268705|873502|1006102|2
2281754|878571|1008547|1
2293146|882963|1006693|1
2293147|882963|1001563|1
2293148|882963|1001718|3
2293377|883055|1001615|1
2300970|885966|1008297|2
2300971|885966|1008737|1
2300972|885966|1001861|1
2308179|888761|1001040|1
2308180|888761|1005011|3
2309040|889078|1002603|1
2309041|889078|1006343|2
2309042|889078|1005499|2
2309043|889078|1005134|2
2309044|889078|1003188|1
2309045|889078|1002371|2
2309046|889078|1006638|1
2309047|889078|1006512|1
2309048|889078|1002221|3
2319586|893081|1004987|1
2322234|894073|1005887|1
2327502|896119|1005836|3
2327503|896119|1009458|2
2327504|896119|1005708|4
2327505|896119|1007904|1
2327506|896119|1009330|2
2327507|896119|1001162|1
2327508|896119|1009793|2
2328766|896608|1002835|4
2328767|896608|1005050|1
2328768|896608|1009413|1
2328769|896608|1002169|1
2328770|896608|1004710|2
2328771|896608|1008878|1
2328772|896608|1004582|1
2328773|896608|1005121|1
2334564|898852|1003531|1
2334565|898852|1007250|1
2346419|903490|1008598|1
2346420|903490|1004071|3
2346421|903490|1004127|2
2346422|903490|1008651|3
2346423|903490|1002874|2
2346424|903490|1003918|1
2355702|906988|1005118|2
2359291|908344|1003878|2
2361780|909280|1005077|1
2361781|909280|1000625|2
2361782|909280|1005863|2
2361783|909280|1008096|1
2381112|916601|1008569|3
2381113|916601|1002381|3
2381114|916601|1009650|2
2381115|916601|1000090|1
2382642|917181|1000884|4
2407862|926858|1007958|1
2418482|930967|1003527|1
2418483|930967|1004421|1
2418484|930967|1004413|1
2434301|936961|1003564|1
2434302|936961|1002214|1
2434458|937016|1006197|2
2434459|937016|1009784|1
2434460|937016|1002933|1
2440221|939229|1007129|1
2440222|939229|1007969|1
2445853|941374|1007173|1
2450819|943283|1006659|1
2451491|943531|1003102|1
2451492|943531|1009194|1
2454650|944702|1002235|1
2454651|944702|1003630|1
2457784|945867|1002796|2
2462665|947725|1000552|1
2462666|947725|1001157|1
2477367|953437|1001991|3
2477368|953437|1008972|1
2477369|953437|1009813|4
2484490|956195|1002213|1
2491097|958728|1007662|1
2491867|959021|1007924|1
2491868|959021|1009364|1
2491869|959021|1008848|1
2491870|959021|1002247|2
2491871|959021|1000693|1
2495906|960551|1006679|2
2500434|962251|1005669|1
2510086|965876|1007063|1
2510087|965876|1001756|1
2517163|968539|1004899|1
2517448|968661|1000823|3
2517449|968661|1004309|2
2517450|968661|1008991|3
2517451|968661|1002837|1
2517452|968661|1002119|2
2519302|969358|1006069|2
2521003|969991|1006490|1
2522656|970608|1002106|2
2522657|970608|1007116|3
2523754|971023|1008627|5
2523755|971023|1002731|3
2523756|971023|1008068|1
2526590|972105|1003844|1
2526591|972105|1003915|3
2526592|972105|1000887|4
2533466|974787|1001081|2
2533467|974787|1009292|1
2535985|975744|1001352|4
2543883|978743|1007495|2
2560078|984968|1008330|1
2560079|984968|1008937|2
2560080|984968|1007260|1
2566045|987240|1002053|1
2566046|987240|1006543|1
2566047|987240|1008382|2
2569362|988504|1001605|2
2569363|988504|1002259|1
2569364|988504|1009350|2
2569440|988534|1001688|2
2569441|988534|1000472|4
2569442|988534|1008158|1
2572479|989656|1007319|1
2572480|989656|1005172|2
2572481|989656|1002670|1
2572482|989656|1005379|1
2572483|989656|1001706|1
2575038|990627|1008908|1
2575039|990627|1008380|1
2575535|990809|1000928|2
2575536|990809|1007978|2
2575886|990939|1008210|1
2575887|990939|1001299|2
2575888|990939|1003821|4
2584772|994304|1005777|2
2584773|994304|1001742|2
2588059|995554|1002625|1
2588060|995554|1001322|1
2588061|995554|1008274|1
2588062|995554|1009647|1
2591386|996843|1003008|1
2591387|996843|1007634|1
2591388|996843|1004455|1
2591389|996843|1007145|2
2591390|996843|1000994|2
2597086|999004|1002680|1
2597087|999004|1003762|1
2617024|1006696|1002480|1
2618001|1007050|1002113|1
2618002|1007050|1000166|1
2623923|1009292|1002447|2
2623924|1009292|1005103|1
2637385|1014335|1009669|2
2637421|1014350|1004673|1
2637422|1014350|1008178|1
2637423|1014350|1004463|1
2637424|1014350|1009879|1
2637698|1014452|1002313|2
2637699|1014452|1002253|1
2637700|1014452|1005823|1
2637701|1014452|1009939|1
2637702|1014452|1003305|3
2637703|1014452|1001680|1
2642103|1016155|1000222|1
2650044|1019167|1005032|2
2650045|1019167|1007516|1
2650046|1019167|1003112|1
